player,team,league,age,nation,pos,playing time_min,standard_sot%,standard_g/sh,team success_ppm,performance_gls_per90,performance_ast_per90,performance_g-pk_per90,performance_pk_per90,performance_crdy_per90,performance_crdr_per90,performance_fls_per90,performance_fld_per90,performance_off_per90,performance_crs_per90,performance_int_per90,performance_tklw_per90,standard_sh_per90,standard_sot_per90
Daniel James,Leeds United,ENG-Premier League,28-304,WAL,"FW,MF",1401.0,19.025,0.035,1.05,0.1284796573875803,0.06423982869379015,0.1284796573875803,0.0,0.0,0.0,0.32119914346895073,1.7987152034261242,0.19271948608137046,5.3961456102783725,0.2569593147751606,0.7708779443254818,2.2483940042826553,0.44967880085653106
Daniel Maldini,Cagliari,ITA-Serie A,24-334,ITA,MF,3967.0,32.8,0.13875,1.2625,0.34030753718174944,0.04537433829089993,0.34030753718174944,0.0,0.18149735316359972,0.0,1.4066044870178978,2.427527098563146,0.18149735316359972,2.0191580539450467,0.3856818754726493,0.6806150743634989,2.6090244517267456,0.9074867658179985
Daniel Mosquera,Hellas Verona,ITA-Serie A,25,COL,FW,1972.0,29.700000000000003,0.045,0.755,0.2281947261663286,0.13691683569979715,0.2281947261663286,0.0,0.2281947261663286,0.0,3.0121703853955375,1.0496957403651115,0.5020283975659229,0.18255578093306288,0.2281947261663286,0.4563894523326572,3.331643002028398,0.9584178498985801
Daniel Muñoz,Nottingham,ENG-Premier League,30-107,COL,"DF,MF",7152.0,28.96,0.052000000000000005,1.066,0.10067114093959731,0.15100671140939598,0.10067114093959731,0.0,0.26426174496644295,0.0,1.5226510067114092,0.5788590604026845,0.39010067114093966,1.8624161073825503,1.1451342281879193,2.0511744966442955,0.9312080536912751,0.39010067114093966
Daniel Parejo,Villarreal,ESP-La Liga,36,ESP,MF,9530.0,37.15,0.2225,1.7,0.0944386149003148,0.11332633788037776,0.02833158447009444,0.06610703043022036,0.19832109129066106,0.0,0.7932843651626442,1.794333683105981,0.009443861490031479,2.597061909758657,0.8310598111227702,1.2938090241343128,0.5571878279118573,0.20776495278069254
Daniel Podence,Wolves,ENG-Premier League,28,POR,"FW,MF",1819.0,20.95,0.07,0.405,0.29686641011544807,0.0,0.29686641011544807,0.0,0.2473886750962067,0.0,1.286421110500275,1.2369433754810335,0.19791094007696539,2.9191863661352393,0.34634414513468936,0.8411214953271028,2.1770203408466187,0.8905992303463441
Daniel Svensson,Dortmund,Unknown,24-210,SWE,"MF,DF",3415.0,22.2,0.11333333333333334,2.4833333333333334,0.07906295754026355,0.13177159590043924,0.07906295754026355,0.0,0.02635431918008785,0.0,0.8960468521229867,0.8960468521229867,0.07906295754026355,4.427525622254758,0.7906295754026355,1.054172767203514,0.5007320644216692,0.1581259150805271
Daniel Vivian,Athletic Club,ESP-La Liga,26,ESP,DF,10426.0,21.525,0.0875,1.5175,0.05179359294072511,0.0,0.05179359294072511,0.0,0.20717437176290043,0.017264530980241704,1.2171494341070401,0.7337425666602724,0.043161327450604255,0.25896796470362554,1.165355841166315,1.104929982735469,0.5179359294072511,0.12085171686169192
Daniele Ghilardi,Roma,ITA-Serie A,23-247,ITA,DF,3245.0,11.1,0.0,2.013333333333333,0.0,0.0,0.0,0.0,0.2218798151001541,0.02773497688751926,1.580893682588598,1.3312788906009245,0.0,0.3882896764252696,1.4699537750385208,1.3035439137134053,0.41602465331278893,0.11093990755007704
Daniele Rugani,Juventus,ITA-Serie A,31,ITA,DF,2328.0,12.5,0.0625,1.9875,0.07731958762886598,0.0,0.07731958762886598,0.0,0.15463917525773196,0.0,1.1211340206185567,0.11597938144329897,0.03865979381443299,0.03865979381443299,0.9278350515463918,0.6572164948453608,0.5025773195876289,0.11597938144329897
Daniele Verde,Spezia,ITA-Serie A,26,ITA,"FW,MF",998.0,34.4,0.09,0.58,0.27054108216432865,0.0,0.18036072144288576,0.09018036072144288,0.09018036072144288,0.0,0.18036072144288576,1.3527054108216432,0.27054108216432865,6.132264529058116,0.721442885771543,0.3607214428857715,2.885771543086172,0.9919839679358718
Danilho Doekhi,Union Berlin,Unknown,27,NED,DF,10766.0,21.639999999999997,0.11199999999999999,1.6179999999999999,0.10867545978079138,0.025078952257105703,0.10867545978079138,0.0,0.08359650752368568,0.0,0.8443247259892253,0.5517369496563255,0.025078952257105703,0.250789522571057,1.3041055173694964,0.8777633289986997,0.9446405350176481,0.22571057031395134
Danilo,Juventus,ITA-Serie A,33,BRA,DF,6217.0,9.133333333333333,0.049999999999999996,1.87,0.05790574231944668,0.07238217789930836,0.05790574231944668,0.0,0.20267009811806339,0.0,1.0133504905903168,0.46324593855557344,0.01447643557986167,0.5645809876146051,1.3173556377674118,1.4910728647257518,0.7238217789930834,0.10133504905903169
Danilo Cataldi,Lazio,ITA-Serie A,30,ITA,MF,6995.0,24.7,0.10750000000000001,1.665,0.09006433166547533,0.05146533238027162,0.06433166547533953,0.02573266619013581,0.2573266619013581,0.0,0.8491779842744818,0.7977126518942101,0.0,1.8527519656897784,1.1193709792709077,0.8620443173695497,0.7333809864188706,0.19299499642601858
Danilo D'Ambrosio,Monza,ITA-Serie A,35,ITA,DF,3364.0,46.56666666666666,0.0,1.1266666666666667,0.0,0.0802615933412604,0.0,0.0,0.267538644470868,0.0802615933412604,1.3912009512485137,0.9363852556480381,0.1070154577883472,0.66884661117717,1.0434007134363852,1.8460166468489894,0.6956004756242569,0.267538644470868
Danilo Pereira,PSG,FRA-Ligue 1,31,POR,DF,4405.0,16.35,0.045,1.04,0.04086265607264472,0.0,0.04086265607264472,0.0,0.1021566401816118,0.0,0.6333711691259932,0.5107832009080591,0.04086265607264472,0.08172531214528944,1.2054483541430194,0.5925085130533484,0.6538024971623155,0.12258796821793416
Danilo Santos,Nottingham,ENG-Premier League,23,BRA,MF,3043.0,19.03333333333333,0.09666666666666668,1.4633333333333332,0.14788038120276042,0.11830430496220835,0.14788038120276042,0.0,0.14788038120276042,0.0,0.5619454485704897,0.3549129148866251,0.11830430496220835,0.9464344396976668,1.3900755833059482,0.9168583634571147,1.1238908971409793,0.32533683864607293
Danilo Soares,Bochum,Unknown,31,BRA,MF,2117.0,0.0,0.0,0.885,0.0,0.0,0.0,0.0,0.2550779404818139,0.0,1.4454416627302786,1.2328767123287672,0.0,1.0628247520075578,1.5729806329711857,2.2531884742560226,0.2550779404818139,0.0
Danilo Veiga,Lecce,ITA-Serie A,23-350,POR,"DF,MF",3664.0,11.1,0.0,0.9433333333333334,0.0,0.024563318777292575,0.0,0.0,0.24563318777292575,0.0,1.3509825327510918,1.4983624454148472,0.024563318777292575,2.7510917030567685,0.982532751091703,1.5229257641921399,0.2701965065502183,0.04912663755458515
Danley Jean-Jacques,Metz,FRA-Ligue 1,23,HAI,MF,2682.0,14.7,0.0,0.88,0.0,0.0,0.0,0.0,0.16778523489932887,0.0,1.610738255033557,0.7718120805369127,0.03355704697986577,0.6711409395973155,1.308724832214765,1.0067114093959733,1.1409395973154361,0.16778523489932887
Danny Ings,West Ham,ENG-Premier League,32,ENG,FW,2287.0,36.9,0.125,1.1475,0.3935286401399213,0.1574114560559685,0.314822912111937,0.07870572802798426,0.19676432006996064,0.0,0.7870572802798426,0.8657630083078268,0.5902929602098819,0.314822912111937,0.35417577612592915,0.7083515522518583,2.6759947529514645,1.0625273283777874
Danny Loader,Auxerre,FRA-Ligue 1,26-013,CMR,"FW,MF",2753.0,43.7,0.125,0.465,0.13076643661460224,0.0980748274609517,0.0980748274609517,0.03269160915365056,0.2942244823828551,0.0,2.2230294224482385,1.5691972393752271,0.16345804576825282,1.0788231020704686,0.2942244823828551,0.9480566654558664,2.1903378132945877,0.6538321830730113
Danny Welbeck,Chelsea,ENG-Premier League,35-288,ENG,"FW,MF",7924.0,33.22,0.124,1.2,0.3861686017163049,0.102221100454316,0.36345280161534577,0.02271580010095911,0.15901060070671377,0.0,0.9199899040888441,0.817768803634528,0.2612317011610298,0.102221100454316,0.29530540131246846,0.6246845027763755,2.487380111055023,1.0335689045936396
Danny da Costa,Mainz 05,Unknown,33-059,GER,DF,6867.0,17.34,0.028000000000000004,1.376,0.02621231979030144,0.09174311926605505,0.02621231979030144,0.0,0.05242463958060288,0.0,0.747051114023591,0.47182175622542594,0.0655307994757536,2.2149410222804717,1.1009174311926606,1.035386631716907,0.4849279161205767,0.10484927916120576
Dante,Nice,FRA-Ligue 1,41,BRA,DF,8955.0,23.575,0.027500000000000004,1.59,0.020100502512562814,0.04020100502512563,0.020100502512562814,0.0,0.17085427135678394,0.020100502512562814,1.0753768844221105,0.5326633165829145,0.010050251256281407,0.1407035175879397,1.1959798994974875,0.914572864321608,0.5326633165829145,0.1306532663316583
Dany Mota,Monza,ITA-Serie A,28-131,POR,FW,6133.0,30.175,0.1,0.8875,0.20544594814935596,0.08804826349258112,0.20544594814935596,0.0,0.11739768465677483,0.0,1.0712538724930702,1.4381216370454917,0.4108918962987119,2.5533996412848525,0.23479536931354966,0.2788195010598402,1.6582422957769443,0.5136148703733899
Daouda Guindo,Brest,FRA-Ligue 1,22,MLI,DF,1686.0,23.8,0.05,1.2,0.05338078291814947,0.05338078291814947,0.05338078291814947,0.0,0.21352313167259787,0.05338078291814947,1.387900355871886,0.8007117437722421,0.21352313167259787,2.0284697508896796,1.6014234875444842,1.6014234875444842,1.1209964412811388,0.2669039145907473
Dapo Afolayan,St Pauli,Unknown,27,ENG,MF,1789.0,42.1,0.04,0.77,0.1509223029625489,0.05030743432084964,0.1509223029625489,0.0,0.20122973728339855,0.0,1.1570709893795417,2.4147568474007826,0.45276690888764676,3.0184460592509783,0.4024594745667971,0.5030743432084963,2.1129122414756845,0.7546115148127446
Dara O'Shea,Ipswich Town,ENG-Premier League,27-190,IRL,DF,6284.0,11.799999999999999,0.05333333333333334,0.7266666666666666,0.0429662635264163,0.0859325270528326,0.0429662635264163,0.0,0.15754296626352643,0.014322087842138764,0.8593252705283259,0.6158497772119669,0.057288351368555056,0.31508593252705286,0.973901973265436,0.7161043921069382,0.6015276893698281,0.10025461489497137
Dario Essugo,Strasbourg,FRA-Ligue 1,21-180,POR,MF,1996.0,5.8,0.013333333333333334,1.6533333333333333,0.04509018036072144,0.04509018036072144,0.04509018036072144,0.0,0.5861723446893787,0.09018036072144288,1.8036072144288577,1.4879759519038076,0.0,0.04509018036072144,1.9388777555110221,2.1192384769539077,1.1272545090180361,0.18036072144288576
Darko Brašanac,Leganés,ESP-La Liga,32,SRB,MF,2706.0,20.466666666666665,0.056666666666666664,1.3433333333333335,0.06651884700665188,0.09977827050997783,0.06651884700665188,0.0,0.29933481152993346,0.0,1.8292682926829267,0.8980044345898004,0.2328159645232816,0.6319290465631929,0.9645232815964524,1.130820399113082,0.7649667405764966,0.2328159645232816
Darko Lazović,Hellas Verona,ITA-Serie A,33,SRB,MF,5629.0,32.03333333333333,0.09333333333333334,0.9133333333333334,0.14389767276603305,0.15988630307337007,0.11192041215135903,0.03197726061467401,0.0,0.015988630307337003,0.3517498667614141,0.22384082430271807,0.4157043879907621,4.6047255285130575,0.5116361698347841,0.6555338426008173,1.5508971398116893,0.5276248001421211
Darlin Yongwa,Lorient,FRA-Ligue 1,24,CMR,"DF,MF",3252.0,28.866666666666664,0.06,0.9533333333333333,0.055350553505535055,0.08302583025830258,0.055350553505535055,0.0,0.24907749077490773,0.027675276752767528,1.3007380073800738,1.937269372693727,0.19372693726937268,3.625461254612546,0.8025830258302583,1.5498154981549814,0.940959409594096,0.2767527675276753
Darwin Machís,Valladolid,ESP-La Liga,31,VEN,"MF,FW",2023.0,32.9,0.06333333333333334,0.9033333333333333,0.17795353435491842,0.08897676717745921,0.13346515076618884,0.044488383588729606,0.044488383588729606,0.044488383588729606,1.1566979733069698,1.7795353435491845,0.2669303015323777,7.563025210084034,0.5338606030647554,0.9342560553633218,2.402372713791399,0.8452792881858626
Darwin Núñez,Liverpool,ENG-Premier League,25,URU,FW,4875.0,41.6,0.12,2.0533333333333332,0.46153846153846156,0.24,0.46153846153846156,0.0,0.3323076923076923,0.01846153846153846,1.476923076923077,0.8492307692307693,1.1446153846153846,0.7569230769230769,0.14769230769230768,0.6646153846153846,4.172307692307693,1.7723076923076924
David Affengruber,Elche,ESP-La Liga,25-175,AUT,DF,3219.0,14.3,0.035,0.735,0.027958993476234855,0.027958993476234855,0.027958993476234855,0.0,0.195712954333644,0.027958993476234855,0.9785647716682199,1.0904007455731595,0.05591798695246971,0.2516309412861137,1.537744641192917,1.4818266542404472,0.5312208760484622,0.11183597390493942
David Alaba,Real Madrid,ESP-La Liga,33,AUT,DF,3733.0,18.75,0.0175,2.2675,0.024109295472810075,0.0964371818912403,0.024109295472810075,0.0,0.1687650683096705,0.0,0.3857487275649612,0.07232788641843022,0.0,1.1331368872220735,0.8197160460755425,0.5786230913474417,0.7714974551299224,0.1928743637824806
David Brooks,Bournemouth,ENG-Premier League,29-064,WAL,"FW,MF",2644.0,26.72,0.036,0.97,0.1361573373676248,0.1361573373676248,0.1361573373676248,0.0,0.4084720121028744,0.0,1.1232980332829048,1.1573373676248109,0.1021180030257186,4.459152798789712,0.4425113464447807,0.7829046898638427,3.097579425113465,1.0552193645990924
David Carmo,Oviedo,ESP-La Liga,26,ANG,DF,1786.0,30.0,0.1,0.59,0.05039193729003359,0.0,0.05039193729003359,0.0,0.40313549832026874,0.05039193729003359,1.007838745800672,0.20156774916013437,0.0,0.10078387458006718,1.0582306830907053,0.9070548712206047,0.503919372900336,0.15117581187010076
David Costa,Lens,FRA-Ligue 1,23,POR,MF,3253.0,35.63333333333333,0.05666666666666667,1.5733333333333333,0.13833384568090992,0.13833384568090992,0.13833384568090992,0.0,0.13833384568090992,0.027666769136181983,0.7746695358130955,1.1343375345834614,0.0,3.9563479864740243,0.6916692284045496,0.4703350753150938,1.7983399938518292,0.6640024592683677
David Costas,Oviedo,ESP-La Liga,30,ESP,DF,2066.0,20.0,0.2,0.92,0.04356243949661181,0.0,0.04356243949661181,0.0,0.13068731848983545,0.0,0.6969990319457889,0.4356243949661181,0.13068731848983545,0.04356243949661181,1.176185866408519,0.9583736689254598,0.21781219748305905,0.04356243949661181
David Datro Fofana,Union Berlin,Unknown,20,CIV,"FW,MF",1802.0,50.65,0.0625,0.7725,0.24972253052164262,0.049944506104328525,0.24972253052164262,0.0,0.049944506104328525,0.0,1.498335183129856,1.248612652608213,0.8990011098779135,0.749167591564928,0.09988901220865705,0.6992230854605994,2.547169811320755,1.2985571587125415
David García,Osasuna,ESP-La Liga,29,ESP,DF,5014.0,16.65,0.065,1.4300000000000002,0.035899481451934584,0.017949740725967292,0.035899481451934584,0.0,0.2333466294375748,0.017949740725967292,1.5616274431591544,0.5025927403270841,0.017949740725967292,0.07179896290386917,1.2205823693657758,0.6282409254088551,0.5384922217790188,0.08974870362983646
David Jurásek,Hoffenheim,Unknown,23,CZE,"DF,MF",1115.0,40.0,0.0,0.94,0.0,0.16143497757847533,0.0,0.0,0.08071748878923767,0.0,0.32286995515695066,0.242152466367713,0.08071748878923767,6.376681614349776,0.8071748878923767,1.1300448430493273,0.8071748878923767,0.32286995515695066
David López,Mallorca,ESP-La Liga,22,ESP,DF,7345.0,39.199999999999996,0.09000000000000001,1.1849999999999998,0.08577263444520081,0.02450646698434309,0.08577263444520081,0.0,0.18379850238257317,0.0,0.7351940095302927,0.6371681415929203,0.07351940095302928,0.03675970047651464,0.7229407760381211,0.8944860449285228,0.539142273655548,0.2205582028590878
David Møller Wolfe,Hamburger SV,Unknown,24-140,NOR,MF,1132.0,0.0,0.0,0.25,0.0,0.15901060070671377,0.0,0.0,0.07950530035335689,0.0,0.7950530035335689,0.39752650176678445,0.0,2.5441696113074204,0.6360424028268551,0.39752650176678445,0.4770318021201414,0.0
David Nemeth,St Pauli,Unknown,23,AUT,DF,2137.0,20.0,0.0,1.0,0.0,0.04211511464670099,0.0,0.0,0.12634534394010294,0.0,0.8844174075807205,0.5896116050538137,0.0,0.29480580252690686,0.7580720636406177,1.2213383247543286,0.21057557323350493,0.04211511464670099
David Neres,Napoli,ITA-Serie A,29-191,BRA,"FW,MF",2245.0,15.866666666666667,0.08333333333333333,1.4533333333333331,0.20044543429844097,0.2806236080178174,0.20044543429844097,0.0,0.1603563474387528,0.0,1.3630289532293987,0.6815144766146993,0.1603563474387528,5.812917594654789,0.3207126948775056,0.6414253897550112,1.9242761692650334,0.44097995545657015
David Okereke,Cremonese,ITA-Serie A,27,NGA,"FW,MF",2921.0,53.13333333333333,0.12,1.08,0.27730229373502224,0.0,0.2464909277644642,0.030811365970558027,0.1232454638822321,0.030811365970558027,0.7394727832933927,1.201643272851763,0.40054775761725436,0.955152345087299,0.3081136597055803,0.27730229373502224,2.372475179732968,0.955152345087299
David Raum,RB Leipzig,Unknown,28-141,GER,DF,8940.0,38.4,0.076,1.7579999999999998,0.060402684563758385,0.2214765100671141,0.050335570469798654,0.010067114093959733,0.2214765100671141,0.0,1.0469798657718121,0.5234899328859061,0.18120805369127518,9.130872483221477,0.9060402684563758,1.2281879194630874,0.6342281879194631,0.2214765100671141
David Silva,Real Sociedad,ESP-La Liga,36,ESP,"MF,FW",1937.0,43.3,0.07,2.11,0.09292720702116676,0.23231801755291687,0.09292720702116676,0.0,0.13939081053175012,0.0,1.3939081053175013,1.5332989158492514,0.13939081053175012,0.9292720702116675,0.6969540526587507,0.9292720702116675,1.3939081053175013,0.6040268456375839
David Torres,Valladolid,ESP-La Liga,21,ESP,DF,1772.0,16.65,0.0,0.875,0.0,0.0,0.0,0.0,0.3047404063205418,0.0,0.8126410835214446,0.25395033860045146,0.0,0.20316027088036115,0.6602708803611739,0.5586907449209932,0.20316027088036115,0.05079006772009029
David Zec,Holstein Kiel,Unknown,24,SVN,DF,1541.0,45.5,0.18,0.94,0.11680726800778714,0.0,0.11680726800778714,0.0,0.2920181700194679,0.0,1.226476314081765,0.46722907203114855,0.17521090201168074,0.05840363400389357,0.8176508760545101,0.5840363400389358,0.6424399740428294,0.2920181700194679
Davide Bartesaghi,Milan,ITA-Serie A,20-255,ITA,MF,2749.0,32.95,0.0225,2.61,0.06547835576573299,0.0,0.06547835576573299,0.0,0.09821753364859948,0.032739177882866496,0.6875227355401964,0.5238268461258639,0.19643506729719895,5.009094216078574,0.6220443797744635,1.3095671153146597,0.7530010913059295,0.26191342306293197
Davide Calabria,Milan,ITA-Serie A,27,ITA,DF,4823.0,20.975,0.0275,1.8299999999999998,0.037321169396641096,0.14928467758656438,0.037321169396641096,0.0,0.2612481857764877,0.037321169396641096,0.951689819614348,0.8024051420277836,0.018660584698320548,1.9966825627202986,1.0823139125025918,1.8287373004354135,0.8024051420277836,0.20526643168152603
Davide Faraoni,Hellas Verona,ITA-Serie A,32,ITA,"MF,DF",2739.0,18.15,0.025,1.01,0.06571741511500548,0.1642935377875137,0.06571741511500548,0.0,0.4271631982475356,0.0,1.380065717415115,0.887185104052574,0.19715224534501644,2.8258488499452357,0.887185104052574,1.5443592552026288,1.0186199342825848,0.23001095290251916
Davide Frattesi,Lazio,ITA-Serie A,26-323,ITA,MF,5828.0,36.980000000000004,0.196,2.2239999999999998,0.3242964996568291,0.06177076183939602,0.3242964996568291,0.0,0.09265614275909403,0.0,1.1736444749485244,1.8685655456417296,0.07721345229924502,0.6331503088538092,0.49416609471516815,0.9111187371310914,2.2546328071379547,0.8184625943719972
Davide Zappacosta,Atalanta,ITA-Serie A,34-091,ITA,DF,8172.0,24.419999999999998,0.078,1.8259999999999998,0.14317180616740088,0.0881057268722467,0.14317180616740088,0.0,0.16519823788546256,0.0,0.9030837004405287,0.5506607929515419,0.18722466960352424,3.766519823788546,0.46255506607929514,0.7819383259911894,1.5418502202643172,0.45154185022026433
Davie Selke,Köln,Unknown,28,GER,FW,2416.0,51.199999999999996,0.17666666666666667,0.9666666666666667,0.4470198675496689,0.037251655629139076,0.4097682119205298,0.037251655629139076,0.22350993377483444,0.0,1.7135761589403973,1.3410596026490067,0.6332781456953642,0.4470198675496689,0.037251655629139076,0.07450331125827815,2.495860927152318,1.1175496688741722
Davinson Sánchez,Tottenham,ENG-Premier League,27,COL,DF,935.0,16.65,0.0,1.25,0.0,0.0,0.0,0.0,0.1925133689839572,0.0,0.8663101604278075,0.48128342245989303,0.0962566844919786,0.1925133689839572,1.251336898395722,0.9625668449197861,0.6737967914438503,0.1925133689839572
Dayann Methalie,Toulouse,FRA-Ligue 1,19,FRA,MF,1871.0,46.7,0.13,1.14,0.09620523784072688,0.04810261892036344,0.09620523784072688,0.0,0.43292357028327094,0.0,2.7418492784607165,0.5291288081239979,0.04810261892036344,2.068412613575628,1.1063602351683592,1.443078567610903,0.7215392838054515,0.3367183324425441
Dayot Upamecano,Bayern Munich,Unknown,27-318,FRA,DF,7843.0,34.38,0.174,2.2199999999999998,0.05737600408007141,0.02295040163202856,0.05737600408007141,0.0,0.22950401632028564,0.02295040163202856,1.0098176718092566,0.43605763100854267,0.03442560244804284,0.20655361468825706,1.1016192783373708,1.3196480938416424,0.47048323345658544,0.16065281142419993
Dean Huijsen,Roma,ITA-Serie A,18,ESP,DF,5343.0,20.1,0.12000000000000002,2.244,0.11791128579449747,0.0673778775968557,0.11791128579449747,0.0,0.3537338573834924,0.016844469399213927,1.1117349803481191,0.454800673778776,0.05053340819764178,0.2695115103874228,1.2633352049410442,0.909601347557552,0.8253790005614824,0.20213363279056712
Declan Rice,Arsenal,ENG-Premier League,27-239,ENG,MF,12658.0,24.66,0.082,2.104,0.13509243166376994,0.16353294359298468,0.13509243166376994,0.0,0.14220255964607365,0.007110127982303681,0.7678938220887975,0.36972665507979147,0.04977089587612577,3.2279981039658714,1.2016116290093222,1.0238584294517301,1.315373676726181,0.4052772949913099
Dehmaine Assoumani,Nantes,FRA-Ligue 1,20,FRA,MF,1374.0,45.400000000000006,0.015,0.89,0.06550218340611354,0.0,0.06550218340611354,0.0,0.32751091703056767,0.0,1.5720524017467248,1.5720524017467248,0.0,6.157205240174672,1.1135371179039302,1.5065502183406114,2.096069868995633,0.5895196506550218
Deiver Machado,Nantes,FRA-Ligue 1,31,COL,"DF,MF",6293.0,28.32,0.10200000000000001,1.528,0.12871444462100748,0.11441283966311776,0.12871444462100748,0.0,0.2717304941999047,0.04290481487366916,1.7877006197362149,1.8735102494835532,0.24312728428412522,2.359764818051804,0.7436834578102653,1.2871444462100745,1.0011123470522802,0.3146353090735738
Dejan Kulusevski,Tottenham,ENG-Premier League,24,SWE,"MF,FW",7218.0,34.56666666666666,0.11333333333333333,1.46,0.21197007481296756,0.1745635910224439,0.21197007481296756,0.0,0.14962593516209477,0.0,1.7206982543640899,1.14713216957606,0.22443890274314213,2.930174563591023,0.48628428927680795,0.8728179551122195,1.832917705735661,0.6483790523690772
Dejan Ljubičić,Schalke 04,Unknown,28-337,AUT,MF,3921.0,56.4,0.04666666666666667,0.8433333333333334,0.11476664116296863,0.06885998469778118,0.0918133129303749,0.022953328232593724,0.20657995409334354,0.0,1.3312930374904361,0.5738332058148432,0.16067329762815608,1.675592960979342,0.6197398622800305,0.8951798010711552,1.6985462892119358,0.5967865340474369
Dejan Lovren,Lyon,FRA-Ligue 1,34,CRO,DF,2177.0,44.900000000000006,0.04,1.505,0.04134129536058796,0.0,0.04134129536058796,0.0,0.16536518144235185,0.04134129536058796,0.9508497932935231,0.6201194304088196,0.0,0.3720716582452917,1.5709692237023427,1.033532384014699,0.7854846118511714,0.28938906752411575
Demarai Gray,Everton,ENG-Premier League,26,JAM,"FW,MF",2507.0,40.7,0.07,0.79,0.14359792580773834,0.035899481451934584,0.07179896290386917,0.07179896290386917,0.10769844435580374,0.0,0.8615875548464299,1.8308735540486638,0.4666932588751496,6.2106102911846826,0.43079377742321495,0.8615875548464299,2.1180694056641403,0.8615875548464299
Demba Seck,Torino,ITA-Serie A,22,SEN,MF,1242.0,26.933333333333334,0.0,0.9966666666666667,0.0,0.0,0.0,0.0,0.07246376811594203,0.0,1.8840579710144927,2.391304347826087,0.5797101449275363,0.7971014492753623,0.21739130434782608,0.7246376811594202,1.8840579710144927,0.5072463768115942
Denis Genreau,Toulouse,FRA-Ligue 1,25,AUS,MF,1343.0,20.633333333333333,0.0,1.2566666666666666,0.0,0.06701414743112435,0.0,0.0,0.20104244229337304,0.0,1.6753536857781086,1.2062546537602383,0.20104244229337304,2.2114668652271035,1.0722263588979897,1.8763961280714818,1.0722263588979897,0.20104244229337304
Denis Huseinbasic,Köln,Unknown,24,BIH,MF,3144.0,16.666666666666668,0.08333333333333333,0.9633333333333334,0.11450381679389314,0.11450381679389314,0.11450381679389314,0.0,0.25763358778625955,0.0,1.4312977099236641,0.8301526717557252,0.0,0.8015267175572519,0.601145038167939,1.1450381679389312,0.9732824427480915,0.20038167938931298
Denis Suárez,Alavés,ESP-La Liga,32-247,ESP,MF,3217.0,39.88,0.042,1.366,0.055952751010258,0.083929126515387,0.055952751010258,0.0,0.25178737954616104,0.0,1.230960522225676,1.4267951507615793,0.055952751010258,3.469070562635996,0.5035747590923221,1.1470313957102891,0.727385763133354,0.307740130556419
Denis Vavro,Wolfsburg,Unknown,29,SVK,DF,3637.0,34.85,0.08,1.1400000000000001,0.07423700852350838,0.0,0.07423700852350838,0.0,0.14847401704701677,0.0,0.3959307121253781,0.2474566950783613,0.0,0.29694803409403353,1.2372834753918065,0.4454220511410503,0.9155897717899368,0.29694803409403353
Denis Zakaria,Juventus,ITA-Serie A,25,SUI,MF,7116.0,23.45,0.075,1.9116666666666664,0.15177065767284992,0.06323777403035413,0.12647554806070826,0.025295109612141653,0.290893760539629,0.03794266441821248,1.2647554806070826,0.581787521079258,0.012647554806070826,0.40472175379426645,1.7074198988195617,1.100337268128162,0.9991568296795952,0.31618887015177066
Deniz Undav,Stuttgart,Unknown,30-053,GER,MF,6826.0,54.56,0.126,1.6620000000000001,0.6724289481394667,0.2636976267213595,0.6724289481394667,0.0,0.21095810137708762,0.0,1.3712276589510695,1.0020509815411662,0.6328743041312628,0.48784060943451507,0.1977732200410196,0.5801347787869909,4.416935247582772,1.8986229123937886
Dennis Appiah,Saint-Étienne,FRA-Ligue 1,32,FRA,DF,2923.0,30.0,0.0,0.885,0.0,0.030790283954840916,0.0,0.0,0.09237085186452275,0.0,1.6318850496065687,0.30790283954840914,0.09237085186452275,2.278481012658228,1.2316113581936365,1.6626753335614095,0.30790283954840914,0.09237085186452275
Dennis Geiger,Hoffenheim,Unknown,26,GER,MF,2750.0,26.666666666666668,0.06666666666666667,1.3366666666666667,0.03272727272727272,0.09818181818181819,0.03272727272727272,0.0,0.4581818181818182,0.0,2.290909090909091,0.9818181818181819,0.0,1.8,1.0145454545454546,1.3418181818181818,0.32727272727272727,0.1309090909090909
Dennis Man,Parma,ITA-Serie A,25,ROU,"MF,FW",1995.0,40.8,0.08,0.94,0.18045112781954886,0.18045112781954886,0.18045112781954886,0.0,0.0,0.0,0.3609022556390977,0.7669172932330828,0.18045112781954886,1.488721804511278,0.3609022556390977,0.27067669172932335,2.210526315789474,0.9022556390977443
Denzel Dumfries,Inter,ITA-Serie A,29,NED,MF,7369.0,32.1,0.10400000000000001,2.066,0.1831998914371014,0.13434658705387434,0.1831998914371014,0.0,0.1465599131496811,0.012213326095806758,1.5877323924548787,1.0869860225268013,0.1831998914371014,2.7113583932691,0.4885330438322703,0.7694395440358257,1.4900257836884243,0.5495996743113041
Derek Cornelius,Marseille,FRA-Ligue 1,28-289,CAN,"DF,FW",1504.0,3.6999999999999997,0.0,1.7133333333333336,0.0,0.0,0.0,0.0,0.538563829787234,0.11968085106382978,1.5558510638297873,0.9574468085106382,0.0,0.23936170212765956,0.8976063829787234,1.0172872340425532,0.538563829787234,0.05984042553191489
