player,team,league,age,nation,pos,playing time_min,standard_sot%,standard_g/sh,team success_ppm,performance_gls_per90,performance_ast_per90,performance_g-pk_per90,performance_pk_per90,performance_crdy_per90,performance_crdr_per90,performance_fls_per90,performance_fld_per90,performance_off_per90,performance_crs_per90,performance_int_per90,performance_tklw_per90,standard_sh_per90,standard_sot_per90
Aaron Cresswell,West Ham,ENG-Premier League,34,ENG,DF,3495.0,3.6999999999999997,0.0,1.2966666666666666,0.0,0.025751072961373394,0.0,0.0,0.1802575107296137,0.0,0.38626609442060084,0.3605150214592274,0.07725321888412016,4.660944206008584,1.004291845493562,0.5665236051502146,0.3605150214592274,0.025751072961373394
Aaron Hickey,Brentford,ENG-Premier League,24-092,SCO,"DF,MF",3383.0,12.3,0.0,1.43,0.0,0.026603606266627257,0.0,0.0,0.34584688146615433,0.0,1.037540644398463,1.6228199822642624,0.026603606266627257,1.0109370381318357,0.7981081879988176,1.143955069464972,0.6384865503990541,0.10641442506650903
Aaron Ramsey,Nice,FRA-Ligue 1,31,WAL,MF,2111.0,30.299999999999997,0.025,0.9750000000000001,0.04263382283278067,0.04263382283278067,0.04263382283278067,0.0,0.1705352913311227,0.0,1.27901468498342,0.9379441023211748,0.1705352913311227,2.600663192799621,0.8100426338228328,1.8332543818095688,1.1937470393178589,0.3410705826622454
Aaron Wan-Bissaka,Aston Villa,ENG-Premier League,28-288,COD,"DF,MF",8469.0,16.919999999999998,0.026000000000000002,1.232,0.021253985122210415,0.09564293304994687,0.021253985122210415,0.0,0.11689691817215728,0.0,0.8182784272051009,0.5419766206163655,0.06376195536663125,1.540913921360255,1.7109458023379382,1.2964930924548355,0.308182784272051,0.08501594048884166
Aaron Zehnter,Wolfsburg,Unknown,20,GER,"DF,MF",1457.0,22.75,0.09,2.05,0.12354152367879204,0.0,0.12354152367879204,0.0,0.0,0.0,0.12354152367879204,0.0,0.0,2.2237474262182566,1.0501029512697322,0.6177076183939602,0.6794783802333562,0.3088538091969801
Aarón Martín,Mainz 05,Unknown,25,ESP,"MF,DF",8465.0,20.7,0.06999999999999999,0.966,0.06379208505611342,0.18074424099232134,0.06379208505611342,0.0,0.1488481984642646,0.010632014176018901,1.2758417011222682,0.8930891907855877,0.08505611340815121,7.421145894861194,0.5528647371529828,1.2120496160661547,0.5422327229769639,0.17011222681630242
Abakar Sylla,Strasbourg,FRA-Ligue 1,22,CIV,DF,2809.0,16.375,0.095,0.9724999999999999,0.09611961552153792,0.0,0.09611961552153792,0.0,0.19223923104307583,0.03203987184051264,1.601993592025632,0.35243859024563906,0.03203987184051264,0.12815948736205057,1.2175151299394804,1.1854752580989676,0.5767176931292275,0.19223923104307583
Abdallah Sima,Lens,FRA-Ligue 1,25-085,SEN,FW,4040.0,30.075000000000003,0.095,1.1925,0.3118811881188119,0.13366336633663367,0.3118811881188119,0.0,0.11138613861386139,0.0,1.4702970297029703,1.5148514851485149,0.44554455445544555,1.0915841584158417,0.1782178217821782,0.6460396039603961,2.495049504950495,0.8242574257425742
Abde Ezzalzouli,Real Betis,ESP-La Liga,24-267,MAR,"FW,MF",6685.0,28.166666666666668,0.05000000000000001,1.3116666666666668,0.2288706058339566,0.16155572176514585,0.2288706058339566,0.0,0.13462976813762154,0.02692595362752431,1.1847419596110695,2.181002243829469,0.1884816753926702,3.0291697830964845,0.4442782348541511,1.2251308900523559,2.867614061331339,1.0501121914734481
Abde Rebbach,Alavés,ESP-La Liga,28-030,ALG,"MF,DF",2922.0,31.375,0.0225,1.395,0.061601642710472276,0.12320328542094455,0.061601642710472276,0.0,0.40041067761806987,0.0,2.0328542094455853,1.4784394250513349,0.3080082135523614,6.3757700205338805,0.8624229979466118,0.9856262833675564,1.8172484599589322,0.5544147843942505
Abdel Abqar,Getafe,ESP-La Liga,27-184,MAR,DF,6303.0,13.15,0.0,1.1925,0.0,0.042836744407425034,0.0,0.0,0.47120418848167545,0.014278914802475014,1.5706806282722514,1.313660161827701,0.057115659209900055,0.12851023322227512,1.170871013802951,0.8710138029509756,0.4140885292717753,0.07139457401237506
Abdelhamid Ait Boudlal,Rennes,FRA-Ligue 1,20-147,MAR,DF,1583.0,15.4,0.075,1.925,0.11370814908401768,0.05685407454200884,0.11370814908401768,0.0,0.22741629816803535,0.05685407454200884,0.9096651926721414,0.5685407454200885,0.05685407454200884,0.11370814908401768,1.421351863550221,0.8528111181301328,0.7391029690461149,0.22741629816803535
Abdelhamid Sabiri,Fiorentina,ITA-Serie A,28,MAR,MF,1096.0,16.65,0.03,0.75,0.16423357664233576,0.0,0.08211678832116788,0.08211678832116788,0.4105839416058394,0.0,2.3813868613138687,3.284671532846715,0.0,4.762773722627737,0.16423357664233576,0.8211678832116788,2.791970802919708,0.9032846715328468
Abdou Harroui,Hellas Verona,ITA-Serie A,27,NED,MF,3036.0,27.1,0.095,0.9475,0.2075098814229249,0.1482213438735178,0.1482213438735178,0.05928853754940712,0.23715415019762848,0.0,1.8379446640316204,0.6818181818181819,0.11857707509881424,1.7786561264822134,0.32608695652173914,1.1561264822134387,2.1936758893280635,0.6521739130434783
Abdoul Coulibaly,Werder Bremen,Unknown,18,GER,DF,2149.0,8.35,0.085,1.965,0.041879944160074456,0.0,0.041879944160074456,0.0,0.20939972080037228,0.041879944160074456,0.7538389948813401,0.37691949744067005,0.041879944160074456,0.5444392740809679,1.005118659841787,0.5863192182410424,0.25127966496044674,0.041879944160074456
Abdoul Ouattara,Strasbourg,FRA-Ligue 1,19,FRA,"MF,DF",2281.0,33.56666666666667,0.09000000000000001,1.4400000000000002,0.11836913634370891,0.0394563787812363,0.11836913634370891,0.0,0.11836913634370891,0.0,0.7496711968434897,0.47347654537483563,0.0789127575624726,0.8680403331871986,1.1047786058746163,0.6313020604997808,1.2626041209995615,0.5523893029373081
Abdoulaye Bamba,Angers,FRA-Ligue 1,35,CIV,DF,3129.0,33.333333333333336,0.0,0.77,0.0,0.0,0.0,0.0,0.14381591562799617,0.0,0.6615532118887824,0.7190795781399808,0.11505273250239693,0.7190795781399808,1.2080536912751678,0.9491850431447747,0.05752636625119847,0.028763183125599234
Abdoulaye Doucouré,Everton,ENG-Premier League,31,MLI,MF,6726.0,40.4,0.16666666666666666,1.3133333333333332,0.20071364852809992,0.06690454950936664,0.20071364852809992,0.0,0.2408563782337199,0.026761819803746652,1.6458519179304192,0.22747546833184656,0.5218554861730598,0.7627118644067796,0.5218554861730598,1.0169491525423728,1.311329170383586,0.5486173059768065
Abdoulaye Faye,Lorient,FRA-Ligue 1,20,SEN,DF,1489.0,12.5,0.0,0.59,0.0,0.0,0.0,0.0,0.48354600402955006,0.0,1.5715245130960378,0.9066487575554063,0.0,0.24177300201477503,1.752854264607119,1.45063801208865,0.48354600402955006,0.12088650100738751
Abdoulaye Ndiaye,Parma,ITA-Serie A,24-153,SEN,DF,2577.0,6.066666666666666,0.03,1.0733333333333335,0.034924330616996506,0.0,0.034924330616996506,0.0,0.31431897555296856,0.06984866123399301,1.2922002328288709,1.1175785797438882,0.0,0.06984866123399301,0.8032596041909197,1.4668218859138533,0.6286379511059371,0.06984866123399301
Abdoulaye Touré,Le Havre,FRA-Ligue 1,31,GUI,MF,5348.0,31.0,0.13999999999999999,1.0033333333333332,0.23560209424083772,0.016828721017202692,0.06731488406881077,0.1682872101720269,0.18511593118922962,0.0,1.1611817501869859,1.5650710545998503,0.016828721017202692,0.47120418848167545,1.0770381451009723,1.144353029169783,1.5650710545998503,0.48803290949887806
Abdu Conté,Troyes,FRA-Ligue 1,24,POR,"DF,MF",1315.0,75.0,0.25,0.68,0.06844106463878327,0.13688212927756654,0.06844106463878327,0.0,0.0,0.0,0.8212927756653993,0.8212927756653993,0.2737642585551331,2.532319391634981,0.41064638783269963,1.3688212927756653,0.2737642585551331,0.20532319391634982
Abdukodir Khusanov,Lens,FRA-Ligue 1,20,UZB,DF,3987.0,27.52,0.0,1.938,0.0,0.0,0.0,0.0,0.24830699774266365,0.02257336343115124,0.9255079006772009,0.4514672686230248,0.0,0.29345372460496616,1.670428893905192,1.1512415349887133,0.42889390519187354,0.1805869074492099
Abdul Mumin,Rayo Vallecano,ESP-La Liga,27,GHA,DF,4712.0,18.35,0.0925,1.6775,0.05730050933786079,0.019100169779286927,0.05730050933786079,0.0,0.24830220713073006,0.038200339558573854,0.8786078098471987,0.7067062818336163,0.0,0.19100169779286927,0.9741086587436333,0.8404074702886247,0.42020373514431236,0.11460101867572157
Abdulai Juma Bah,Nice,FRA-Ligue 1,19,SLE,DF,3508.0,37.300000000000004,0.0,1.2733333333333332,0.0,0.0,0.0,0.0,0.25655644241733183,0.0,1.0262257696693273,0.35917901938426455,0.07696693272519954,0.0,1.4623717217787913,0.8722919042189282,0.30786773090079816,0.10262257696693272
Abdón Prats,Mallorca,ESP-La Liga,32,ESP,FW,2285.0,48.0,0.1225,1.2625,0.3544857768052517,0.0787746170678337,0.3150984682713348,0.03938730853391685,0.3544857768052517,0.0,1.2210065645514223,1.811816192560175,0.3544857768052517,0.3544857768052517,0.1575492341356674,0.19693654266958424,2.2844638949671774,1.024070021881838
Abel Bretones,Osasuna,ESP-La Liga,26-020,ESP,DF,4058.0,20.2,0.08666666666666667,1.4633333333333332,0.0665352390340069,0.04435682602267127,0.0665352390340069,0.0,0.19960571710202069,0.022178413011335635,1.0645638245441105,1.153277476589453,0.11089206505667816,2.772301626416954,0.8649581074420898,1.2641695416461312,0.5544603252833908,0.15524889107934944
Abel Ruiz,Girona,ESP-La Liga,25,ESP,FW,1533.0,29.55,0.085,1.2650000000000001,0.23483365949119372,0.0,0.1761252446183953,0.05870841487279843,0.1761252446183953,0.0,0.5283757338551859,0.7632093933463796,0.3522504892367906,0.3522504892367906,0.29354207436399216,0.1761252446183953,1.643835616438356,0.5870841487279843
Ablie Jallow,Metz,FRA-Ligue 1,24,GAM,"MF,FW",918.0,38.9,0.17,0.53,0.29411764705882354,0.19607843137254904,0.19607843137254904,0.09803921568627452,0.09803921568627452,0.0,0.7843137254901962,1.3725490196078431,0.0,2.2549019607843137,0.7843137254901962,0.5882352941176471,1.7647058823529411,0.6862745098039216
Abner,Lyon,FRA-Ligue 1,26-106,BRA,DF,5348.0,24.82,0.064,1.668,0.06731488406881077,0.06731488406881077,0.06731488406881077,0.0,0.1682872101720269,0.016828721017202692,1.0770381451009723,0.28608825729244575,0.05048616305160808,2.288706058339566,0.6394913986537023,1.194839192221391,0.5553477935676888,0.20194465220643232
Achraf Dari,Brest,FRA-Ligue 1,24,MAR,DF,1438.0,75.0,0.125,0.86,0.06258692628650904,0.0,0.06258692628650904,0.0,0.06258692628650904,0.0,0.9388038942976357,0.8136300417246176,0.12517385257301808,0.06258692628650904,1.3143254520166898,0.9388038942976357,0.31293463143254524,0.18776077885952713
Achraf Hakimi,Paris SG,FRA-Ligue 1,27-310,MAR,DF,7696.0,33.36,0.11600000000000002,0.9860000000000001,0.17541580041580043,0.18711018711018712,0.17541580041580043,0.0,0.2104989604989605,0.035083160083160085,0.9238565488565489,1.0524948024948027,0.2455821205821206,2.982068607068607,0.8303014553014554,1.227910602910603,1.4734927234927235,0.5145530145530146
Adam Armstrong,Wolves,ENG-Premier League,28,ENG,"FW,MF",3723.0,38.63333333333333,0.09000000000000001,0.6533333333333333,0.145044319097502,0.12087026591458502,0.12087026591458502,0.024174053182917002,0.21756647864625303,0.0,0.9911361804995971,0.410958904109589,0.38678485092667203,0.7977437550362612,0.19339242546333602,0.38678485092667203,1.6680096696212732,0.6526994359387591
Adam Buksa,Udinese,ITA-Serie A,29,POL,FW,1023.0,25.0,0.125,1.81,0.26392961876832843,0.0,0.26392961876832843,0.0,0.26392961876832843,0.0,2.6392961876832848,1.4076246334310851,0.26392961876832843,0.17595307917888564,0.26392961876832843,0.7038123167155426,1.0557184750733137,0.5278592375366569
Adam Daghim,Hoffenheim,Unknown,20-347,DEN,MF,1540.0,54.15,0.16,0.335,0.17532467532467533,0.23376623376623376,0.17532467532467533,0.0,0.17532467532467533,0.0,1.168831168831169,1.461038961038961,0.29220779220779225,1.87012987012987,0.8766233766233766,1.2857142857142856,1.8116883116883116,0.7012987012987013
Adam Dźwigała,St Pauli,Unknown,29,POL,DF,1661.0,25.0,0.125,0.915,0.054184226369656835,0.054184226369656835,0.054184226369656835,0.0,0.3792895845875978,0.054184226369656835,1.3546056592414208,0.4876580373269115,0.0,0.27092113184828415,1.5171583383503913,2.004816375677303,0.5418422636965683,0.10836845273931367
Adam Hložek,Hoffenheim,Unknown,24-047,CZE,FW,3781.0,34.14,0.084,1.278,0.3570483998942079,0.23803226659613858,0.3570483998942079,0.0,0.11901613329806929,0.0,1.0235387463633958,1.4043903729172178,0.19042581327691088,0.8807193864057128,0.28563871991536627,0.499867759851891,2.7135678391959797,1.0473419730230098
Adam Karabec,Lyon,FRA-Ligue 1,22,CZE,"MF,FW",922.0,55.6,0.11,1.95,0.09761388286334056,0.0,0.09761388286334056,0.0,0.2928416485900217,0.0,1.3665943600867678,1.9522776572668112,0.2928416485900217,7.809110629067245,0.09761388286334056,0.2928416485900217,0.8785249457700651,0.4880694143167028
Adam Lallana,Southampton,ENG-Premier League,36,ENG,MF,1933.0,26.900000000000002,0.08333333333333333,1.0999999999999999,0.09311950336264874,0.18623900672529747,0.09311950336264874,0.0,0.2793585100879462,0.0,0.8846352819451629,1.2105535437144335,0.09311950336264874,0.6518365235385412,0.46559751681324363,0.6518365235385412,1.024314536989136,0.3259182617692706
Adam Marušić,Lazio,ITA-Serie A,33-328,MNE,DF,10993.0,33.2,0.072,1.922,0.04912216865277904,0.03274811243518603,0.04912216865277904,0.0,0.10643136541435459,0.02456108432638952,0.7286455016828892,0.46666060220140093,0.06549622487037206,1.2362412444282727,0.9251341762940053,0.8023287546620576,0.5239697989629765,0.2210497589375057
Adam Masina,Torino,ITA-Serie A,31,MAR,DF,4031.0,49.72,0.22800000000000004,0.9880000000000001,0.06698089804018854,0.06698089804018854,0.06698089804018854,0.0,0.20094269412056562,0.0,1.361944926817167,0.5805011163483007,0.04465393202679236,0.6251550483750931,1.2279831307367899,0.8930786405358473,0.33490449020094265,0.1339617960803771
Adam Obert,Cagliari,ITA-Serie A,24-018,SVK,DF,5055.0,50.55,0.0275,1.165,0.017804154302670624,0.0712166172106825,0.017804154302670624,0.0,0.26706231454005935,0.017804154302670624,1.370919881305638,0.42729970326409494,0.05341246290801187,1.9050445103857565,1.566765578635015,1.086053412462908,0.42729970326409494,0.1602373887240356
Adam Ounas,Napoli,ITA-Serie A,25,ALG,"FW,MF",1497.0,25.066666666666663,0.05000000000000001,2.2533333333333334,0.12024048096192386,0.06012024048096193,0.12024048096192386,0.0,0.12024048096192386,0.0,1.0821643286573146,2.404809619238477,0.18036072144288576,5.771543086172344,0.8416833667334669,0.721442885771543,2.164328657314629,0.721442885771543
Adam Smith,Bournemouth,ENG-Premier League,35-134,ENG,DF,8030.0,4.0,0.0,1.252,0.0,0.05603985056039851,0.0,0.0,0.32503113325031135,0.0,1.1320049813200497,0.863013698630137,0.0112079701120797,1.5354919053549192,0.8518057285180574,0.8854296388542964,0.12328767123287672,0.0112079701120797
Adam Webster,Brighton,ENG-Premier League,29,ENG,DF,4016.0,14.533333333333333,0.0,1.72,0.0,0.0,0.0,0.0,0.11205179282868526,0.0,0.5826693227091634,0.2241035856573705,0.044820717131474105,0.1344621513944223,1.2325697211155378,0.6723107569721116,0.6947211155378487,0.08964143426294821
Adam Wharton,Crystal Palace,ENG-Premier League,22-216,ENG,MF,5437.0,16.825,0.0075,1.24,0.016553246275519587,0.16553246275519587,0.016553246275519587,0.0,0.16553246275519587,0.016553246275519587,1.0759610079087734,1.3077064557660474,0.0,2.4995401876034578,1.1421739930108514,1.4235791796946846,0.9104285451535774,0.19863895530623507
Adama Boiro,Athletic Club,ESP-La Liga,24-080,ESP,DF,1937.0,0.0,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.18585441404233352,0.0,0.8828084667010841,0.9292720702116675,0.04646360351058338,2.5554981930820855,1.3939081053175013,1.0221992772328343,0.3252452245740836,0.0
Adama Camara,Paris FC,FRA-Ligue 1,29-327,FRA,"DF,MF",2429.0,14.7,0.03,1.855,0.03705228489090161,0.0,0.03705228489090161,0.0,0.29641827912721286,0.0,1.0004116920543433,0.7410456978180321,0.03705228489090161,0.5557842733635241,1.519143680526966,1.3709345409633595,0.6669411280362288,0.18526142445450802
Adama Soumaoro,Bologna,ITA-Serie A,30,FRA,DF,1867.0,50.0,0.0,1.39,0.0,0.0,0.0,0.0,0.241028387787895,0.048205677557579,1.0123192287091591,0.578468130690948,0.0,0.0,0.723085163363685,0.8194965184788431,0.096411355115158,0.048205677557579
Adama Traoré,Dep. A Coruña,ESP-La Liga,30-228,ESP,"FW,MF",4065.0,26.083333333333332,0.056666666666666664,1.5216666666666665,0.13284132841328414,0.24354243542435428,0.13284132841328414,0.0,0.17712177121771217,0.0,1.2398523985239853,1.7490774907749078,0.2878228782287823,5.269372693726937,0.11070110701107011,0.5535055350553506,1.6826568265682658,0.6199261992619927
Ademola Lookman,Atalanta,ITA-Serie A,27,NGA,"FW,MF",7572.0,37.46666666666667,0.165,1.6450000000000002,0.5467511885895404,0.21394611727416799,0.4873217115689382,0.05942947702060222,0.14263074484944532,0.0,1.2480190174326466,1.3431061806656102,0.7369255150554676,3.1616481774960383,0.26148969889064977,0.5110935023771791,3.0427892234548337,1.200475435816165
Adil Rami,Troyes,FRA-Ligue 1,36,FRA,DF,1596.0,33.3,0.0,0.45,0.0,0.05639097744360902,0.0,0.0,0.11278195488721804,0.0,0.5639097744360901,0.7894736842105263,0.05639097744360902,0.28195488721804507,1.2406015037593985,0.7894736842105263,0.5075187969924811,0.16917293233082706
Adnan Januzaj,Sevilla,ESP-La Liga,30,BEL,"MF,FW",1159.0,12.0,0.0325,0.5575,0.1553062985332183,0.07765314926660916,0.1553062985332183,0.0,0.4659188955996548,0.0,1.3201035375323555,3.3390854184641934,0.07765314926660916,7.998274374460743,0.3882657463330457,1.009490940465919,2.251941328731665,0.4659188955996548
Ado Onaiwu,Auxerre,FRA-Ligue 1,28,JPN,"MF,FW",2039.0,41.0,0.14,1.2349999999999999,0.26483570377636095,0.08827856792545366,0.26483570377636095,0.0,0.04413928396272683,0.04413928396272683,1.0593428151054438,1.1917606669936245,0.26483570377636095,0.5296714075527219,0.22069641981363414,0.5738106915154487,1.8538499264345265,0.7945071113290828
Adri Embarba,Rayo Vallecano,ESP-La Liga,32,ESP,"MF,FW",5590.0,28.3,0.04,1.0375,0.1288014311270125,0.09660107334525939,0.09660107334525939,0.032200357781753126,0.22540250447227192,0.016100178890876563,1.3846153846153846,1.4973166368515205,0.6118067978533095,6.665474060822898,0.5957066189624329,1.368515205724508,2.4311270125223614,0.9177101967799642
Adrian Beck,Heidenheim,Unknown,28,GER,MF,3440.0,31.566666666666663,0.09000000000000001,0.9166666666666666,0.1569767441860465,0.07848837209302326,0.1569767441860465,0.0,0.07848837209302326,0.0,1.125,0.9941860465116279,0.1308139534883721,1.3604651162790697,0.41860465116279066,1.2296511627906976,1.6220930232558142,0.5232558139534884
Adrian Bernabe,Parma,ITA-Serie A,25-107,ESP,MF,4067.0,14.166666666666666,0.03333333333333333,0.7933333333333333,0.08851733464470125,0.04425866732235063,0.08851733464470125,0.0,0.022129333661175313,0.0,0.5753626751905582,2.2793213671010575,0.022129333661175313,2.45635603639046,0.5753626751905582,0.9736906810917139,1.7260880255716744,0.3761986722399803
Adrien Hunou,Angers,FRA-Ligue 1,28,FRA,"MF,FW",2234.0,40.0,0.09,0.5,0.1611459265890779,0.04028648164726947,0.1611459265890779,0.0,0.08057296329453895,0.0,0.604297224709042,1.7726051924798567,0.20143240823634734,0.6445837063563116,0.2820053715308863,0.8460161145926589,1.8128916741271264,0.7251566696508506
Adrien Rabiot,Milan,ITA-Serie A,31-160,FRA,MF,10651.0,33.666666666666664,0.15833333333333335,1.6500000000000001,0.24504741338841424,0.13519857290395268,0.24504741338841424,0.0,0.2365975025819172,0.008449910806497042,1.5294338559759648,1.4702844803304855,0.22814759177542016,1.5970331424279411,0.7773917941977279,1.1660876912965918,1.5547835883954557,0.6506431321002722
Adrien Tameze,Torino,ITA-Serie A,31,CMR,DF,6946.0,14.9,0.0,1.2125,0.0,0.02591419522027066,0.0,0.0,0.19435646415202992,0.01295709761013533,0.9847394183702851,0.7515116613878491,0.01295709761013533,0.7644687589979844,1.4382378347250215,0.8422113446587964,0.42758422113446587,0.06478548805067665
Adrien Thomasson,Rennes,FRA-Ligue 1,32-274,FRA,MF,8900.0,25.599999999999998,0.06833333333333334,1.6900000000000002,0.12134831460674157,0.27303370786516856,0.12134831460674157,0.0,0.24269662921348314,0.010112359550561799,1.6382022471910112,1.506741573033708,0.25280898876404495,2.608988764044944,0.5764044943820225,1.4764044943820225,1.557303370786517,0.4651685393258427
Adrien Truffert,Rennes,FRA-Ligue 1,22,FRA,"MF,DF",10500.0,30.060000000000002,0.04,1.306,0.03428571428571429,0.12857142857142856,0.03428571428571429,0.0,0.13714285714285715,0.0,0.9942857142857142,1.0371428571428571,0.09428571428571429,3.428571428571429,0.9771428571428571,1.2857142857142856,0.6000000000000001,0.23142857142857143
Adrià Altimira,Dep. A Coruña,ESP-La Liga,25-166,ESP,MF,2562.0,7.15,0.0,0.9624999999999999,0.0,0.0,0.0,0.0,0.38641686182669793,0.0351288056206089,1.5105386416861828,1.2295081967213115,0.1053864168618267,1.2295081967213115,0.8079625292740047,1.1943793911007026,0.2810304449648712,0.0702576112412178
Adrià Pedrosa,Rayo Vallecano,ESP-La Liga,28-120,ESP,DF,5509.0,22.21666666666667,0.03,0.9049999999999999,0.04901070974768561,0.09802141949537121,0.04901070974768561,0.0,0.21237974223997094,0.0,1.1109094209475403,1.0618987111998548,0.11435832274459976,4.492648393537847,0.9475403884552551,1.3069522599382828,0.8985296787075694,0.2613904519876566
Adrián Liso,Getafe,ESP-La Liga,20,ESP,"FW,MF",1702.0,38.5,0.12,1.36,0.15863689776733256,0.0,0.15863689776733256,0.0,0.26439482961222094,0.052878965922444184,2.062279670975323,2.2737955346651,0.8460634547591069,2.2209165687426555,0.21151586368977673,1.163337250293772,1.3748531139835487,0.5287896592244419
Adrián de la Fuente,Levante,ESP-La Liga,27-196,ESP,DF,3071.0,19.9,0.125,1.2,0.1172256593943341,0.029306414848583526,0.08791924454575058,0.029306414848583526,0.17583848909150115,0.0,1.1429501790947574,0.9378052751546728,0.029306414848583526,1.3774014978834257,1.5239335721263432,0.5861282969716705,1.3187886681862584,0.29306414848583523
Afonso Moreira,Leverkusen,Unknown,21-175,POR,MF,1896.0,37.5,0.05,1.7149999999999999,0.18987341772151897,0.3322784810126582,0.18987341772151897,0.0,0.14240506329113925,0.0,1.4240506329113924,2.895569620253165,0.18987341772151897,5.9335443037974684,0.569620253164557,1.0443037974683544,2.136075949367089,0.7594936708860759
Agustín Rogel,Hertha BSC,Unknown,24,URU,DF,1426.0,0.0,0.0,0.8,0.0,0.06311360448807854,0.0,0.0,0.44179523141654975,0.0,1.3253856942496494,0.37868162692847124,0.06311360448807854,0.0,0.8835904628330995,0.5680224403927069,0.3155680224403927,0.0
Aihen Muñoz,Real Sociedad,ESP-La Liga,29-025,ESP,DF,4848.0,19.04,0.034,1.178,0.018564356435643563,0.055693069306930694,0.018564356435643563,0.0,0.18564356435643561,0.0,1.280940594059406,0.7054455445544554,0.0,2.673267326732673,0.6311881188118812,1.4294554455445545,0.4641089108910891,0.11138613861386139
Aimar Oroz,Osasuna,ESP-La Liga,24-287,ESP,"MF,FW",9607.0,21.18,0.062,1.556,0.0936816904340585,0.12178619756427606,0.06557718330384095,0.02810450713021755,0.21546788799833455,0.0,1.2928073279900072,2.2858332465910274,0.10304985947746435,0.7775580306026855,0.6651400020818153,0.7400853544290622,1.189757468512543,0.3185177474757989
Aimen Moueffek,Saint-Étienne,FRA-Ligue 1,23,FRA,MF,1039.0,20.0,0.0,1.09,0.0,0.08662175168431184,0.0,0.0,0.17324350336862368,0.0,1.7324350336862366,0.6063522617901829,0.2598652550529355,0.34648700673724736,0.43310875842155916,1.039461020211742,0.8662175168431183,0.17324350336862368
Ainsley Maitland-Niles,Lyon,FRA-Ligue 1,27,ENG,"DF,MF",7321.0,63.02,0.236,1.3880000000000001,0.049173610162546094,0.14752083048763828,0.03688020762190957,0.012293402540636524,0.14752083048763828,0.024586805081273047,0.8728315803851933,0.5040295041660975,0.061467012703182625,1.635022537904658,1.192460046441743,1.4875017074170196,0.6884305422756454,0.2704548558940036
Aitor Paredes,Athletic Club,ESP-La Liga,26-134,ESP,DF,7213.0,48.28,0.346,1.58,0.08734229862747817,0.0,0.08734229862747817,0.0,0.24954942464993762,0.024954942464993763,1.172882295854707,0.3368917232774158,0.0,0.08734229862747817,1.1604048246222098,0.5739636766948565,0.5115763205323721,0.17468459725495633
Aitor Ruibal,Real Betis,ESP-La Liga,29,ESP,"DF,MF",5592.0,31.325000000000003,0.08499999999999999,1.5025,0.11266094420600858,0.09656652360515021,0.11266094420600858,0.0,0.3218884120171674,0.032188841201716736,1.255364806866953,1.1748927038626609,0.09656652360515021,1.9635193133047208,1.1587982832618027,1.8186695278969958,1.1748927038626609,0.38626609442060084
Akim Zedadka,Lille,FRA-Ligue 1,27,ALG,"DF,MF",1953.0,16.65,0.165,1.29,0.04608294930875576,0.0,0.04608294930875576,0.0,0.2764976958525346,0.0,1.336405529953917,1.6589861751152073,0.04608294930875576,2.1658986175115205,1.1520737327188941,1.1520737327188941,0.5529953917050692,0.04608294930875576
Akor Adams,Venezia,ITA-Serie A,26-224,NGA,FW,5774.0,54.94,0.076,0.626,0.32732940768964325,0.07793557325943887,0.2805680637339799,0.046761343955663316,0.1091098025632144,0.0,1.4963630065812261,0.7014201593349497,1.3560789747142363,0.545549012816072,0.1091098025632144,0.18704537582265326,2.7433321787322478,1.2469691721510219
Al-Musrati,Hellas Verona,ITA-Serie A,29,LBY,MF,1230.0,19.2,0.045,1.155,0.07317073170731707,0.14634146341463414,0.07317073170731707,0.0,0.43902439024390244,0.07317073170731707,1.4634146341463417,0.43902439024390244,0.07317073170731707,0.14634146341463414,1.170731707317073,1.3170731707317074,1.4634146341463417,0.2926829268292683
Alan Matturro,Genoa,ITA-Serie A,19,URU,DF,1953.0,29.166666666666668,0.043333333333333335,1.4933333333333334,0.04608294930875576,0.04608294930875576,0.04608294930875576,0.0,0.09216589861751152,0.04608294930875576,0.783410138248848,0.6912442396313364,0.09216589861751152,0.3686635944700461,1.0138248847926268,0.9216589861751152,0.5990783410138248,0.18433179723502305
Alan Virginius,Lille,FRA-Ligue 1,20,FRA,MF,1263.0,33.9,0.02666666666666667,1.42,0.07125890736342043,0.14251781472684086,0.07125890736342043,0.0,0.07125890736342043,0.0,0.7125890736342042,0.5700712589073634,0.4275534441805226,1.7814726840855106,0.2850356294536817,0.5700712589073634,1.5676959619952495,0.7838479809976248
Alassane Pléa,Gladbach,Unknown,31,FRA,MF,5589.0,36.96666666666666,0.15,1.1366666666666667,0.322061191626409,0.27375201288244766,0.27375201288244766,0.04830917874396135,0.14492753623188406,0.0,0.9178743961352657,1.497584541062802,0.2898550724637681,2.1578099838969402,0.24154589371980678,0.27375201288244766,2.077294685990338,0.7407407407407408
Albert Grønbaek,Hamburger SV,Unknown,25-110,DEN,MF,1731.0,51.52,0.044,0.8400000000000001,0.1559792027729636,0.1559792027729636,0.1559792027729636,0.0,0.10398613518197573,0.0,0.6759098786828424,1.3518197573656847,0.0,2.287694974003466,0.779896013864818,1.2998266897746968,1.8717504332755635,0.8318890814558059
